anime,oseba,vloga 
32615,48725,Script
40591,45025,Main
40591,43279,Main
40591,41328,Main
40591,17635,Main
40591,21543,Supporting
40591,48122,Supporting
40591,160,Supporting
40591,47097,Supporting
40591,1538,Supporting
40591,26543,Supporting
40591,16583,Director
40591,8074,Sound Director
40591,47809,Episode Director
40591,14217,Episode Director
245,133,Main
245,9,Main
245,112,Main
245,898,Main
245,13,Main
245,152,Main
245,434,Main
245,1,Main
245,277,Main
245,899,Supporting
245,10277,Director
245,11123,Episode Director
245,25737,Episode Director
245,31563,Episode Director
25013,823,Main
25013,61,Main
25013,149,Main
25013,95,Main
25013,205,Main
25013,62,Main
25013,356,Supporting
25013,12490,Supporting
25013,12490,Supporting
25013,1469,Supporting
25013,36904,Director
25013,30337,Sound Director
25013,40366,Episode Director
25013,10834,Script
249,67,Main
249,3,Main
249,57,Main
249,198,Main
249,248,Main
249,109,Supporting
249,181,Supporting
249,686,Supporting
249,40,Supporting
249,6,Supporting
249,7501,Producer
249,6723,Director
249,7194,Sound Director
249,5055,Episode Director
30484,65,Main
30484,8662,Main
30484,185,Main
30484,27,Main
30484,1,Main
30484,380,Main
30484,34,Supporting
30484,258,Supporting
30484,211,Supporting
30484,563,Supporting
30484,26077,Director
30484,40087,Sound Director
30484,39175,Episode Director
30484,42078,Episode Director
1482,149,Main
1482,5,Main
1482,79,Main
1482,93,Main
1482,6,Supporting
1482,72,Supporting
1482,236,Supporting
1482,20,Supporting
1482,399,Supporting
1482,478,Supporting
1482,253,Producer
1482,203,Producer
1482,661,Producer
1482,25467,Producer
16894,819,Main
16894,1154,Main
16894,95,Supporting
16894,118,Supporting
16894,1762,Supporting
16894,212,Supporting
16894,5,Supporting
16894,735,Supporting
16894,152,Supporting
16894,371,Supporting
16894,49895,Producer
16894,5805,Director
16894,16749,Sound Director
16894,47418,Episode Director
21995,348,Main
21995,13639,Main
21995,11817,Supporting
21995,10071,Supporting
21995,183,Supporting
21995,857,Supporting
21995,10765,Supporting
21995,7512,Supporting
21995,158,Supporting
21995,234,Supporting
21995,16067,Director
21995,30337,Sound Director
21995,24147,Script
21995,8462,Script
8769,6996,Main
8769,513,Main
8769,185,Supporting
8769,869,Supporting
8769,6560,Supporting
8769,184,Supporting
8769,27,Supporting
8769,1472,Supporting
8769,27,Supporting
8769,11641,Supporting
8769,14031,Producer
8769,52145,Producer
8769,11185,Director
8769,6549,Sound Director
18507,65,Main
18507,630,Main
18507,3,Main
18507,556,Main
18507,183,Main
18507,94,Supporting
18507,344,Supporting
18507,591,Supporting
18507,477,Supporting
18507,3,Supporting
18507,38029,Producer
18507,21331,Director
18507,7194,Sound Director
18507,7498,Episode Director
6,173,Main
6,137,Main
6,3,Main
6,354,Main
6,129,Supporting
6,3,Supporting
6,529,Supporting
6,80,Supporting
6,295,Supporting
6,118,Supporting
6,40009,Producer
6,10736,Producer
6,10285,Director
6,17849,Sound Director
28677,869,Main
28677,15743,Main
28677,12017,Main
28677,413,Main
28677,13639,Main
28677,1154,Supporting
28677,6686,Supporting
28677,99,Supporting
28677,25863,Supporting
28677,29653,Supporting
28677,37107,Director
28677,7194,Sound Director
28677,2096,Script
28677,11841,Storyboard
1210,1166,Main
1210,89,Main
1210,278,Main
1210,709,Supporting
1210,149,Supporting
1210,215,Supporting
1210,157,Supporting
1210,99,Supporting
1210,1649,Supporting
1210,9990,Director
1210,1506,Sound Director
1210,8461,Episode Director
1210,33197,Episode Director
39587,34785,Main
39587,26705,Main
39587,11297,Supporting
39587,90,Supporting
39587,28,Supporting
39587,12212,Supporting
39587,124,Supporting
39587,11784,Supporting
39587,885,Supporting
39587,8127,Director
39587,8074,Sound Director
39587,15607,Theme Song Performance
39587,12596,Theme Song Composition
270,91,Main
270,152,Main
270,362,Main
270,364,Supporting
270,333,Supporting
270,123,Supporting
270,234,Supporting
270,160,Supporting
270,66,Supporting
270,346,Supporting
270,11597,Director
270,7194,Sound Director
270,11406,Episode Director
270,6160,Script
32995,95,Main
32995,1764,Main
32995,600,Main
32995,819,Supporting
32995,5626,Supporting
32995,15919,Supporting
32995,65,Supporting
32995,25,Supporting
32995,74,Supporting
32995,6445,Supporting
32995,6856,Director
32995,20919,Sound Director
32995,10543,Episode Director
32995,50658,Episode Director
35507,37562,Main
35507,34951,Main
35507,17209,Main
35507,6996,Supporting
35507,25437,Supporting
35507,11184,Supporting
35507,5250,Supporting
35507,241,Supporting
35507,41752,Supporting
35507,21425,Supporting
35507,6909,Director
35507,27147,Director
35507,35787,Sound Director
35507,51635,Episode Director
1818,57,Main
1818,198,Main
1818,82,Supporting
1818,195,Supporting
1818,208,Supporting
1818,24,Supporting
1818,438,Supporting
1818,81,Supporting
1818,9,Supporting
1818,209,Supporting
1818,203,Producer
1818,8170,Producer
1818,6758,Producer
1818,661,Producer
33255,118,Main
33255,10989,Main
33255,212,Main
33255,10765,Main
33255,5626,Main
33255,245,Main
33255,74,Supporting
33255,16635,Supporting
33255,1840,Supporting
33255,11817,Supporting
33255,6153,Director
33255,37717,Script
33255,16635,Theme Song Performance
33255,38259,Theme Song Performance
31859,10071,Main
31859,11030,Main
31859,5626,Main
31859,10989,Main
31859,283,Main
31859,14161,Main
31859,39426,Main
31859,40,Supporting
31859,1,Supporting
31859,9513,Director
31859,35207,Storyboard
31859,42050,Theme Song Performance
31859,14161,Theme Song Performance
1887,4,Main
1887,52,Main
1887,51,Main
1887,54,Main
1887,56,Supporting
1887,579,Supporting
1887,261,Supporting
1887,53,Supporting
1887,1,Supporting
1887,169,Supporting
1887,6771,Director
1887,6655,Director
1887,7194,Sound Director
1887,5055,Episode Director
6347,52,Main
6347,356,Main
6347,344,Main
6347,156,Main
6347,9711,Main
6347,8030,Main
6347,735,Main
6347,195,Supporting
6347,52,Supporting
6347,1592,Supporting
6347,10885,Producer
6347,6753,Director
6347,8834,Sound Director
6347,896,Episode Director
31798,671,Main
31798,672,Main
31798,11641,Main
31798,12750,Main
31798,17075,Main
31798,1489,Main
31798,241,Main
31798,10989,Main
31798,95,Supporting
31798,51639,Producer
31798,39270,Director
31798,8834,Sound Director
31798,9522,Episode Director
32542,112,Main
32542,68,Supporting
32542,2,Supporting
32542,17,Supporting
32542,178,Supporting
32542,103,Supporting
32542,31,Supporting
32542,184,Supporting
32542,28,Supporting
32542,399,Supporting
32542,5152,Director
32542,49153,Episode Director
32542,52327,Episode Director
32542,39971,Storyboard
11633,15743,Main
11633,8956,Main
11633,19371,Main
11633,494,Main
11633,1762,Supporting
11633,366,Supporting
11633,61,Supporting
11633,9790,Supporting
11633,77,Supporting
11633,68,Supporting
11633,10578,Director
11633,35787,Sound Director
11633,46103,Episode Director
11633,28383,Script
33487,15903,Main
33487,16635,Main
33487,11359,Supporting
33487,11297,Supporting
33487,869,Supporting
33487,10981,Supporting
33487,17297,Supporting
33487,762,Supporting
33487,7489,Supporting
33487,655,Supporting
33487,41261,Director
33487,8834,Sound Director
33487,10073,Script
33487,2096,Script
37675,245,Main
37675,12016,Main
37675,14441,Supporting
37675,9973,Supporting
37675,102,Supporting
37675,255,Supporting
37675,594,Supporting
37675,594,Supporting
37675,21543,Supporting
37675,11787,Supporting
37675,40519,Director
37675,37118,Sound Director
37675,40544,Script
37675,40497,Theme Song Performance
32729,17635,Main
32729,23249,Main
32729,185,Main
32729,7288,Main
32729,11659,Main
32729,40034,Main
32729,40,Supporting
32729,11622,Supporting
32729,195,Supporting
32729,846,Supporting
32729,6369,Director
32729,52264,Director
32729,30337,Sound Director
32729,52327,Episode Director
28927,819,Main
28927,869,Main
28927,88,Main
28927,513,Main
28927,270,Main
28927,20156,Main
28927,885,Main
28927,6686,Supporting
28927,735,Supporting
28927,79,Supporting
28927,40365,Producer
28927,35935,Director
28927,7194,Sound Director
28927,35937,Episode Director
30694,557,Main
30694,518,Main
30694,557,Supporting
30694,673,Supporting
30694,557,Supporting
30694,134,Supporting
30694,134,Supporting
30694,121,Supporting
30694,259,Supporting
30694,354,Supporting
30694,253,Producer
30694,12867,Director
30694,16685,Director
30694,47941,Director
2476,568,Main
2476,183,Main
2476,465,Main
2476,1360,Supporting
2476,5484,Supporting
2476,584,Supporting
2476,567,Supporting
2476,1468,Supporting
2476,1132,Supporting
2476,855,Supporting
2476,8143,Director
2476,8110,Sound Director
2476,6929,Script
2476,47241,Script
16742,7899,Main
16742,513,Supporting
16742,32,Supporting
16742,185,Supporting
16742,25343,Supporting
16742,8,Supporting
16742,2,Supporting
16742,10810,Supporting
16742,10094,Supporting
16742,215,Supporting
16742,6753,Director
16742,6549,Sound Director
16742,34579,Episode Director
16742,42077,Episode Director
8525,356,Main
8525,762,Main
8525,185,Supporting
8525,817,Supporting
8525,11184,Supporting
8525,6996,Supporting
8525,100,Supporting
8525,141,Supporting
8525,6686,Supporting
8525,259,Supporting
8525,25573,Producer
8525,10553,Director
8525,6016,Sound Director
8525,25613,Episode Director
33506,270,Main
33506,86,Main
33506,118,Supporting
33506,823,Supporting
33506,241,Supporting
33506,185,Supporting
33506,125,Supporting
33506,123,Supporting
33506,68,Supporting
33506,413,Supporting
33506,20102,Director
33506,35787,Sound Director
33506,47974,Episode Director
33506,15745,Script
18671,13639,Main
18671,14441,Main
18671,86,Main
18671,12652,Main
18671,12737,Main
18671,1722,Main
18671,523,Supporting
18671,30,Supporting
18671,51,Supporting
18671,18771,Supporting
18671,38029,Producer
18671,5055,Director
18671,7498,Episode Director
18671,40506,Episode Director
17074,61,Main
17074,90,Main
17074,118,Main
17074,22,Main
17074,28,Main
17074,52,Main
17074,185,Main
17074,99,Supporting
17074,156,Supporting
17074,869,Supporting
17074,14031,Producer
17074,27919,Producer
17074,5089,Director
17074,15639,Director
22789,31389,Main
22789,212,Main
22789,12041,Supporting
22789,31391,Supporting
22789,1764,Supporting
22789,12388,Supporting
22789,1057,Supporting
22789,95,Supporting
22789,284,Supporting
22789,672,Supporting
22789,10927,Director
22789,33967,Sound Director
22789,49292,Episode Director
22789,48079,Episode Director
23281,185,Main
23281,1762,Main
23281,11622,Main
23281,63,Main
23281,1,Supporting
23281,74,Supporting
23281,99,Supporting
23281,93,Supporting
23281,6755,Supporting
23281,79,Supporting
23281,40365,Producer
23281,49895,Producer
23281,15235,Director
23281,46852,Director
37991,819,Main
37991,513,Main
37991,20,Main
37991,97,Main
37991,21971,Main
37991,95,Main
37991,30853,Main
37991,25167,Main
37991,212,Supporting
37991,12524,Supporting
37991,15107,Director
37991,41315,Director
37991,39987,Director
37991,6016,Sound Director
7791,599,Main
7791,7263,Main
7791,6996,Main
7791,6634,Main
7791,6560,Main
7791,7254,Supporting
7791,126,Supporting
7791,7278,Supporting
7791,9557,Supporting
7791,168,Supporting
7791,8085,Producer
7791,38029,Producer
7791,7498,Director
7791,7194,Sound Director
40221,270,Main
40221,44249,Main
40221,720,Main
40221,869,Main
40221,23919,Supporting
40221,8805,Supporting
40221,7263,Supporting
40221,41739,Supporting
40221,7695,Supporting
40221,212,Supporting
40221,50397,Director
40221,40087,Sound Director
40221,7608,Episode Director
40221,51251,Theme Song Performance
24415,819,Main
24415,1154,Main
24415,95,Supporting
24415,118,Supporting
24415,1762,Supporting
24415,212,Supporting
24415,5,Supporting
24415,735,Supporting
24415,152,Supporting
24415,371,Supporting
24415,49895,Producer
24415,5805,Director
24415,16749,Sound Director
24415,47418,Episode Director
35968,41297,Main
35968,27389,Main
35968,99,Main
35968,2,Main
35968,672,Supporting
35968,6686,Supporting
35968,494,Supporting
35968,43303,Supporting
35968,1472,Supporting
35968,7512,Supporting
35968,8538,Director
35968,37045,Sound Director
35968,42034,Episode Director
35968,39175,Episode Director
22147,18511,Main
22147,1764,Main
22147,11162,Main
22147,32,Supporting
22147,11661,Supporting
22147,13,Supporting
22147,11492,Supporting
22147,19605,Supporting
22147,348,Supporting
22147,11236,Supporting
22147,6771,Director
22147,7194,Sound Director
22147,5055,Episode Director
22147,40506,Episode Director
7674,991,Main
7674,245,Main
7674,270,Supporting
7674,205,Supporting
7674,869,Supporting
7674,95,Supporting
7674,10571,Supporting
7674,380,Supporting
7674,13,Supporting
7674,160,Supporting
7674,6598,Director
7674,37589,Director
7674,25469,Sound Director
7674,27147,Episode Director
27787,11184,Main
27787,185,Main
27787,1764,Main
27787,10071,Supporting
27787,817,Supporting
27787,672,Supporting
27787,11622,Supporting
27787,11784,Supporting
27787,257,Supporting
27787,92,Supporting
27787,5089,Director
27787,12328,Director
27787,8584,Director
27787,8834,Sound Director
28497,6686,Main
28497,99,Main
28497,5,Main
28497,7263,Main
28497,241,Main
28497,18511,Main
28497,1764,Main
28497,17,Supporting
28497,892,Supporting
28497,8555,Supporting
28497,6738,Director
28497,6016,Sound Director
28497,31677,Episode Director
28497,51635,Episode Director
14075,185,Main
14075,1764,Main
14075,99,Main
14075,600,Main
14075,81,Supporting
14075,113,Supporting
14075,95,Supporting
14075,341,Supporting
14075,672,Supporting
14075,283,Supporting
14075,51843,Producer
14075,6518,Director
14075,33967,Sound Director
14075,37429,Episode Director
28825,34525,Main
28825,74,Main
28825,37946,Supporting
28825,17629,Supporting
28825,37947,Supporting
28825,25,Supporting
28825,70,Supporting
28825,167,Supporting
28825,77,Supporting
28825,39126,Supporting
28825,8838,Director
28825,8110,Sound Director
28825,16373,Episode Director
28825,31549,Episode Director
790,217,Main
790,148,Main
790,68,Main
790,68,Main
790,665,Supporting
790,213,Supporting
790,149,Supporting
790,337,Supporting
790,276,Supporting
790,21,Supporting
790,25573,Producer
790,25629,Producer
790,5793,Director
790,6856,Episode Director
23321,494,Main
23321,52,Main
23321,1489,Main
23321,91,Supporting
23321,79,Supporting
23321,167,Supporting
23321,11162,Supporting
23321,655,Supporting
23321,11641,Supporting
23321,158,Supporting
23321,8743,Director
23321,30689,Sound Director
23321,40406,Episode Director
23321,48809,Episode Director
3457,65,Main
3457,440,Main
3457,28,Main
3457,86,Supporting
3457,30,Supporting
3457,413,Supporting
3457,260,Supporting
3457,936,Supporting
3457,65,Supporting
3457,95,Supporting
3457,6064,Director
3457,936,Sound Director
3457,17913,Episode Director
3457,5978,Script
28297,7695,Main
28297,671,Main
28297,12961,Main
28297,195,Supporting
28297,636,Supporting
28297,17101,Supporting
28297,10765,Supporting
28297,761,Supporting
28297,87,Supporting
28297,86,Supporting
28297,5921,Director
28297,18421,Episode Director
28297,37018,Episode Director
28297,46103,Episode Director
14289,10765,Main
14289,79,Main
14289,1489,Supporting
14289,11784,Supporting
14289,6634,Supporting
14289,16135,Supporting
14289,655,Supporting
14289,820,Supporting
14289,7254,Supporting
14289,869,Supporting
14289,9572,Director
14289,33365,Director
14289,8074,Sound Director
14289,31735,Episode Director
37347,11817,Main
37347,11297,Main
37347,19884,Supporting
37347,869,Supporting
37347,13639,Supporting
37347,20795,Supporting
37347,7263,Supporting
37347,5626,Supporting
37347,18227,Supporting
37347,270,Supporting
37347,10935,Director
37347,8074,Sound Director
37347,885,Theme Song Performance
37347,45107,Theme Song Performance
34902,185,Main
34902,87,Main
34902,819,Main
34902,11297,Main
34902,11622,Main
34902,10981,Main
34902,20156,Main
34902,34951,Main
34902,1489,Main
34902,13639,Main
34902,12537,Director
34902,47950,Sound Director
34902,7191,Script
34902,46551,Script
339,169,Main
339,5648,Supporting
339,137,Supporting
339,1424,Supporting
339,91,Supporting
339,1118,Supporting
339,13,Supporting
339,30597,Supporting
339,346,Supporting
339,14227,Supporting
339,13223,Producer
339,40009,Producer
339,5359,Director
339,6468,Director
355,8,Main
355,245,Main
355,13,Main
355,93,Supporting
355,40,Supporting
355,184,Supporting
355,62,Supporting
355,179,Supporting
355,399,Supporting
355,74,Supporting
355,16559,Producer
355,42213,Producer
355,6722,Director
355,8074,Sound Director
32951,21155,Main
32951,18227,Main
32951,9510,Main
32951,27395,Supporting
32951,413,Supporting
32951,6634,Supporting
32951,64,Supporting
32951,29653,Supporting
32951,5142,Supporting
32951,7263,Supporting
32951,42499,Director
32951,20919,Sound Director
32951,10294,Script
32951,19593,Script
225,557,Main
225,134,Main
225,170,Main
225,1486,Main
225,518,Supporting
225,557,Supporting
225,673,Supporting
225,121,Supporting
225,259,Supporting
225,354,Supporting
225,12109,Producer
225,35739,Director
225,20402,Director
225,6459,Episode Director
7724,243,Main
7724,6686,Main
7724,1764,Main
7724,7288,Main
7724,890,Supporting
7724,270,Supporting
7724,133,Supporting
7724,580,Supporting
7724,45,Supporting
7724,121,Supporting
7724,9826,Director
7724,25739,Episode Director
7724,6736,Script
7724,34793,Script
392,286,Main
392,257,Main
392,287,Main
392,255,Main
392,288,Main
392,761,Supporting
392,17,Supporting
392,14,Supporting
392,75,Supporting
392,67,Supporting
392,203,Producer
392,12109,Producer
392,24395,Producer
392,10277,Director
16067,10071,Main
16067,10765,Main
16067,185,Main
16067,12961,Main
16067,20156,Main
16067,15743,Main
16067,10217,Main
16067,97,Supporting
16067,28755,Supporting
16067,78,Supporting
16067,5979,Director
16067,8074,Sound Director
16067,42034,Episode Director
16067,37429,Episode Director
15315,186,Main
15315,8956,Main
15315,1105,Main
15315,19371,Main
15315,124,Supporting
15315,6997,Supporting
15315,61,Supporting
15315,137,Supporting
15315,9876,Supporting
15315,11236,Supporting
15315,12655,Director
15315,12517,Director
15315,6080,Sound Director
15315,10377,Episode Director
1604,590,Main
1604,206,Main
1604,699,Main
1604,704,Main
1604,109,Main
1604,700,Main
1604,15,Main
1604,723,Main
1604,174,Main
1604,5997,Supporting
1604,16373,Director
1604,15943,Sound Director
1604,6863,Episode Director
1604,38061,Episode Director
9513,20,Main
9513,99,Main
9513,93,Main
9513,279,Main
9513,599,Supporting
9513,890,Supporting
9513,1,Supporting
9513,2,Supporting
9513,11629,Supporting
9513,133,Supporting
9513,7530,Director
9513,36157,Sound Director
9513,10936,Episode Director
9513,40406,Episode Director
32867,65,Main
32867,24875,Main
32867,196,Supporting
32867,118,Supporting
32867,819,Supporting
32867,95,Supporting
32867,11404,Supporting
32867,185,Supporting
32867,5295,Supporting
32867,5626,Supporting
32867,10087,Director
32867,33967,Sound Director
32867,10428,Storyboard
32867,40102,Theme Song Performance
5630,1762,Main
5630,869,Main
5630,7524,Supporting
5630,222,Supporting
5630,448,Supporting
5630,257,Supporting
5630,7696,Supporting
5630,7698,Supporting
5630,7695,Supporting
5630,21607,Producer
5630,10285,Producer
5630,21809,Producer
5630,5348,Director
6213,241,Main
6213,124,Main
6213,762,Main
6213,599,Main
6213,991,Supporting
6213,885,Supporting
6213,100,Supporting
6213,6634,Supporting
6213,171,Supporting
6213,40,Supporting
6213,16559,Producer
6213,42213,Producer
6213,8539,Director
6213,8074,Sound Director
32998,206,Main
32998,7695,Main
32998,18227,Supporting
32998,591,Supporting
32998,212,Supporting
32998,17075,Supporting
32998,17635,Supporting
32998,79,Supporting
32998,801,Supporting
32998,12480,Supporting
32998,8461,Director
32998,6549,Sound Director
32998,48788,Episode Director
32998,48315,Episode Director
527,128,Main
527,678,Main
527,58,Main
527,273,Main
527,470,Main
527,1,Main
527,22,Supporting
527,14,Supporting
527,1024,Supporting
527,5180,Director
527,5657,Director
527,16749,Sound Director
527,5055,Episode Director
33489,12961,Main
33489,21813,Main
33489,7263,Main
33489,152,Main
33489,31385,Supporting
33489,181,Supporting
33489,12212,Supporting
33489,181,Supporting
33489,22275,Supporting
33489,26063,Supporting
33489,51639,Producer
33489,7998,Director
33489,25469,Sound Director
33489,49221,Episode Director
32949,11030,Main
32949,10989,Main
32949,890,Supporting
32949,599,Supporting
32949,16453,Supporting
32949,74,Supporting
32949,186,Supporting
32949,26705,Supporting
32949,11162,Supporting
32949,11407,Supporting
32949,17913,Director
32949,8074,Sound Director
32949,6929,Script
32949,39950,Theme Song Performance
17729,79,Main
17729,156,Main
17729,548,Main
17729,1132,Main
17729,72,Main
17729,12243,Main
17729,547,Supporting
17729,6418,Supporting
17729,549,Supporting
17729,21471,Director
17729,8074,Sound Director
17729,39685,Episode Director
17729,1967,Script
34280,8555,Main
34280,44317,Main
34280,12041,Main
34280,12961,Main
34280,600,Main
34280,25991,Supporting
34280,37495,Supporting
34280,16635,Supporting
34280,11510,Supporting
34280,34785,Supporting
34280,38764,Producer
34280,42076,Director
34280,8074,Sound Director
34280,48479,Script
30123,869,Main
30123,15743,Main
30123,270,Main
30123,78,Main
30123,34209,Main
30123,407,Supporting
30123,17,Supporting
30123,86,Supporting
30123,428,Supporting
30123,61,Supporting
30123,6518,Director
30123,33967,Sound Director
30123,23577,Episode Director
30123,30323,Episode Director
31580,65,Main
31580,337,Supporting
31580,5626,Supporting
31580,10071,Supporting
31580,86,Supporting
31580,79,Supporting
31580,5356,Supporting
31580,183,Supporting
31580,19834,Supporting
31580,283,Supporting
31580,35471,Director
31580,11475,Director
31580,6016,Sound Director
31580,7420,Episode Director
31646,15877,Main
31646,185,Main
31646,10765,Main
31646,11641,Main
31646,22,Supporting
31646,270,Supporting
31646,158,Supporting
31646,79,Supporting
31646,17,Supporting
31646,58,Supporting
31646,5089,Director
31646,42180,Director
31646,35017,Director
31646,8834,Sound Director
6594,746,Main
6594,27,Main
6594,31,Supporting
6594,890,Supporting
6594,113,Supporting
6594,1421,Supporting
6594,1463,Supporting
6594,177,Supporting
6594,111,Supporting
6594,93,Supporting
6594,16015,Producer
6594,8143,Director
6594,8110,Sound Director
6594,14703,Episode Director
19163,158,Main
19163,6996,Main
19163,8956,Main
19163,8806,Main
19163,8650,Main
19163,53,Main
19163,126,Supporting
19163,19371,Supporting
19163,13639,Supporting
19163,54,Supporting
19163,8143,Director
19163,8110,Sound Director
19163,37000,Storyboard
19163,39948,Storyboard
22729,16635,Main
22729,819,Main
22729,21517,Main
22729,92,Supporting
22729,10071,Supporting
22729,7337,Supporting
22729,10765,Supporting
22729,123,Supporting
22729,243,Supporting
22729,137,Supporting
22729,40243,Producer
22729,12163,Director
22729,8074,Sound Director
22729,38339,Episode Director
34618,36812,Main
34618,34951,Main
34618,45499,Main
34618,1489,Main
34618,735,Main
34618,11361,Supporting
34618,17215,Supporting
34618,11844,Supporting
34618,23399,Supporting
34618,10981,Supporting
34618,5952,Director
34618,30337,Sound Director
34618,38963,Episode Director
34618,2004,Script
37799,16635,Main
37799,16635,Main
37799,11622,Main
37799,20156,Main
37799,39938,Main
37799,8,Supporting
37799,21517,Supporting
37799,79,Supporting
37799,65,Supporting
37799,600,Supporting
37799,40406,Director
37799,37396,Sound Director
37799,37395,Script
37799,33359,Theme Song Performance
2034,76,Main
2034,369,Main
2034,702,Supporting
2034,586,Supporting
2034,451,Supporting
2034,95,Supporting
2034,711,Supporting
2034,12274,Supporting
2034,173,Supporting
2034,591,Supporting
2034,16687,Producer
2034,5162,Director
2034,10280,Episode Director
2034,13619,Script
33,96,Main
33,6,Main
33,458,Main
33,17,Supporting
33,138,Supporting
33,100,Supporting
33,397,Supporting
33,148,Supporting
33,357,Supporting
33,624,Supporting
33,10248,Director
33,6076,Episode Director
33,3710,Script
33,14339,Script
8425,6686,Main
8425,7695,Main
8425,99,Supporting
8425,243,Supporting
8425,174,Supporting
8425,682,Supporting
8425,120,Supporting
8425,78,Supporting
8425,37,Supporting
8425,991,Supporting
8425,11268,Director
8425,37396,Sound Director
8425,25893,Episode Director
8425,9464,Episode Director
6707,212,Main
6707,90,Main
6707,81,Main
6707,79,Main
6707,86,Supporting
6707,95,Supporting
6707,672,Supporting
6707,52,Supporting
6707,27,Supporting
6707,16,Supporting
6707,51843,Producer
6707,14751,Director
6707,20050,Sound Director
6707,16067,Episode Director
41353,48896,Main
41353,42197,Main
41353,15903,Main
41353,87,Supporting
41353,371,Supporting
41353,1764,Supporting
41353,34615,Supporting
41353,688,Supporting
41353,12666,Supporting
41353,2,Supporting
41353,46629,Director
41353,39686,Sound Director
41353,51653,Theme Song Performance
41353,51654,Theme Song Performance
4382,4,Main
4382,2,Main
4382,53,Main
4382,105,Main
4382,212,Main
4382,73,Supporting
4382,107,Supporting
4382,481,Supporting
4382,261,Supporting
4382,630,Supporting
4382,12789,Producer
4382,5055,Director
4382,7194,Sound Director
4382,6771,Episode Director
25183,591,Main
25183,95,Main
25183,40,Main
25183,283,Supporting
25183,116,Supporting
25183,15005,Supporting
25183,10071,Supporting
25183,79,Supporting
25183,6686,Supporting
25183,362,Supporting
25183,5793,Director
25183,30337,Sound Director
25183,42541,Episode Director
25183,11449,Episode Director
14967,762,Main
14967,158,Main
14967,207,Main
14967,1762,Main
14967,185,Supporting
14967,885,Supporting
14967,12490,Supporting
14967,52,Supporting
14967,141,Supporting
14967,655,Supporting
14967,16487,Director
14967,6549,Sound Director
14967,891,Script
14967,7191,Script
14713,792,Main
14713,11359,Main
14713,270,Supporting
14713,440,Supporting
14713,95,Supporting
14713,95,Supporting
14713,17,Supporting
14713,28,Supporting
14713,20060,Supporting
14713,87,Supporting
14713,5640,Director
14713,6080,Sound Director
14713,41455,Episode Director
14713,20921,Episode Director
27631,90,Main
27631,11407,Main
27631,125,Main
27631,123,Main
27631,92,Main
27631,278,Main
27631,18511,Supporting
27631,100,Supporting
27631,1760,Supporting
27631,8076,Producer
27631,7247,Director
27631,41405,Episode Director
27631,41111,Episode Director
120,1,Main
120,28,Main
120,80,Main
120,177,Main
120,583,Supporting
120,222,Supporting
120,1469,Supporting
120,21,Supporting
120,373,Supporting
120,78,Supporting
120,203,Producer
120,16407,Producer
120,12109,Producer
120,5640,Director
71,1,Main
71,3,Main
71,140,Main
71,176,Supporting
71,22,Supporting
71,1414,Supporting
71,146,Supporting
71,1688,Supporting
71,1543,Supporting
71,40,Supporting
71,11134,Director
71,7194,Sound Director
71,42078,Episode Director
71,11185,Episode Director
38883,15919,Main
38883,20156,Main
38883,270,Supporting
38883,1764,Supporting
38883,672,Supporting
38883,513,Supporting
38883,1762,Supporting
38883,88,Supporting
38883,15743,Supporting
38883,21157,Supporting
38883,49895,Producer
38883,48345,Director
38883,7469,Sound Director
38883,31403,Theme Song Arrangement
4081,118,Main
4081,21,Main
4081,149,Supporting
4081,456,Supporting
4081,121,Supporting
4081,17,Supporting
4081,148,Supporting
4081,76,Supporting
4081,3,Supporting
4081,141,Supporting
4081,38369,Producer
4081,6671,Director
4081,10377,Episode Director
4081,38121,Episode Director
31637,16135,Main
31637,95,Main
31637,11184,Main
31637,890,Main
31637,8555,Main
31637,13639,Supporting
31637,723,Supporting
31637,7263,Supporting
31637,5250,Supporting
31637,20156,Supporting
31637,19840,Director
31637,42112,Director
31637,30337,Sound Director
31637,47974,Episode Director
39195,34615,Main
39195,1154,Main
39195,25167,Main
39195,146,Supporting
39195,30853,Supporting
39195,17215,Supporting
39195,34789,Supporting
39195,48895,Supporting
39195,13055,Supporting
39195,270,Supporting
39195,50431,Director
39195,35015,Episode Director
39195,50124,Script
39195,51059,Storyboard
36475,46249,Main
36475,7263,Main
36475,12652,Main
36475,7288,Main
36475,17629,Supporting
36475,25773,Supporting
36475,11784,Supporting
36475,17215,Supporting
36475,25437,Supporting
36475,36557,Supporting
36475,6785,Director
36475,8074,Sound Director
36475,2471,Script
36475,13693,Theme Song Performance
31339,513,Main
31339,338,Main
31339,197,Main
31339,1538,Supporting
31339,735,Supporting
31339,28789,Supporting
31339,62,Supporting
31339,299,Supporting
31339,2,Supporting
31339,762,Supporting
31339,13223,Producer
31339,31545,Director
31339,7194,Sound Director
31339,6459,Episode Director
37141,1489,Main
37141,185,Main
37141,30901,Supporting
37141,195,Supporting
37141,212,Supporting
37141,270,Supporting
37141,25437,Supporting
37141,13551,Supporting
37141,37562,Supporting
37141,17,Supporting
37141,47650,Producer
37141,31545,Director
37141,8074,Sound Director
37141,15655,Script
34542,45586,Main
34542,46541,Main
34542,47401,Supporting
34542,14441,Supporting
34542,11404,Supporting
34542,18401,Supporting
34542,1122,Supporting
34542,8555,Supporting
34542,47173,Supporting
