id,naslov,sezona,zacetek,konec,vir,epizode,dolzina,stevilo_clenov,najljubsi,ocena,opis,oznaka 
249,InuYasha,Fall 2000,2000,2004,Manga,167,24 min. per ep.,557862,16532,7.85,"Based on the Shogakukan award-winning manga of the same name, InuYasha follows Kagome Higurashi, a fifteen-year-old girl whose normal life ends when a demon drags her into a cursed well on the grounds...",PG-13
30484,Steins;Gate 0,Spring 2018,2018,2018,Visual novel,23,23 min. per ep.,555903,8487,8.52,"The eccentric, self-proclaimed mad scientist Rintarou Okabe has become a shell of his former self. Depressed and traumatized after failing to rescue his friend Makise Kurisu, he has decided to forsake...",PG-13
1482,D.Gray-man,Fall 2006,2006,2008,Manga,103,23 min. per ep.,554622,13836,8.06,"Losing a loved one is so painful that one may sometimes wish to be able to resurrect them—a weakness that the enigmatic Millennium Earl exploits. To make his mechanical weapons known as &quot;Akuma,&quot; he us...",PG-13
16894,Kuroko no Basket 2nd Season,Fall 2013,2013,2014,Manga,25,24 min. per ep.,553611,4214,8.3,"With the Interhigh Championship finally over, Seirin&#039;s basketball team refocuses their efforts, training harder than ever to get the chance to participate in the Winter Cup. Both Kuroko and Kagami see...",PG-13
21995,Ao Haru Ride,Summer 2014,2014,2014,Manga,12,23 min. per ep.,553058,6934,7.68,"Futaba Yoshioka used to be an attractive and popular middle-schooler—well liked by the opposite sex, but ostracized by the girls. Nevertheless, she was able to brush all that off, because the only opi...",PG-13
8769,Ore no Imouto ga Konnani Kawaii Wake ga Nai,Fall 2010,2010,2010,Light novel,12,24 min. per ep.,549805,4511,7.13,"Kirino Kousaka embodies the ideal student with equally entrancing looks. Her grades are near perfect, and to cover her personal expenses, she works as a professional model alongside her best friend Ay...",PG-13
18507,Free!,Summer 2013,2013,2013,Original,12,24 min. per ep.,547040,9390,7.4,"Haruka Nanase has a love for water and a passion for swimming. In elementary school, he competed in and won a relay race with his three friends Rin Matsuoka, Nagisa Hazuki, and Makoto Tachibana. After...",PG-13
6,Trigun,Spring 1998,1998,1998,Manga,26,24 min. per ep.,537643,12649,8.24,"Vash the Stampede is the man with a $$60,000,000,000 bounty on his head. The reason: he&#039;s a merciless villain who lays waste to all those that oppose him and flattens entire cities for fun, garnering...",PG-13
28677,Yamada-kun to 7-nin no Majo (TV),Spring 2015,2015,2015,Manga,12,24 min. per ep.,536630,3430,7.67,"When Ryuu Yamada entered high school, he wanted to turn over a new leaf and lead a productive school life. That&#039;s why he chose to attend Suzaku High, where no one would know of his violent delinquent...",PG-13
1210,NHK ni Youkoso!,Summer 2006,2006,2006,Novel,24,24 min. per ep.,532282,20817,8.33,"Twenty-two-year-old college dropout Tatsuhiro Satou has been a hikikomori for almost four years now. In his isolation, he has come to believe in many obscure conspiracy theories, but there is one in p...",R+
39587,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,Summer 2020,2020,2020,Light novel,13,26 min. per ep.,531639,8731,8.55,A reunion that was supposed to spell the arrival of peaceful times is quickly shattered when Subaru Natsuki and Emilia return to Irlam village. Witnessing the devastation left behind by the calamities...,R
270,Hellsing,Fall 2001,2001,2002,Manga,13,23 min. per ep.,530899,5675,7.51,"Hellsing, an organization specializing in dealing with supernatural threats, is called in to eliminate a vampire that is turning the villagers of Cheddar into ghouls. To put an end to this, the leader...",R
32995,Yuri!!! on Ice,Fall 2016,2016,2016,Original,12,23 min. per ep.,530679,16330,7.93,"Reeling from his crushing defeat at the Grand Prix Finale, Yuuri Katsuki, once Japan&#039;s most promising figure skater, returns to his family home to assess his options for the future. At age 23, Yuuri&#039;s...",PG-13
35507,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV),Summer 2017,2017,2017,Light novel,12,24 min. per ep.,528356,8056,7.86,"On the surface, Koudo Ikusei Senior High School is a utopia. The students enjoy an unparalleled amount of freedom, and it is ranked highly in Japan. However, the reality is less than ideal. Four class...",PG-13
1818,Claymore,Spring 2007,2007,2007,Manga,26,23 min. per ep.,528297,8034,7.78,"When a shapeshifting demon with a thirst for human flesh, known as &quot;youma,&quot; arrives in Raki&#039;s village, a lone woman with silver eyes walks into town with only a sword upon her back. She is a &quot;Claymore...",R+
33255,Saiki Kusuo no Ψ-nan,Summer 2016,2016,2016,Manga,120,5 min. per ep.,524976,13582,8.47,"To the average person, psychic abilities might seem a blessing; for Kusuo Saiki, however, this couldn&#039;t be further from the truth. Gifted with a wide assortment of supernatural abilities ranging from...",PG-13
31859,Hai to Gensou no Grimgar,Winter 2016,2016,2016,Light novel,12,24 min. per ep.,520521,4742,7.7,"Fear, survival, instinct. Thrown into a foreign land with nothing but hazy memories and the knowledge of their name, they can feel only these three emotions resonating deep within their souls. A group...",PG-13
1887,Lucky☆Star,Spring 2007,2007,2007,4-koma manga,24,24 min. per ep.,516745,13867,7.77,"Lucky☆Star follows the daily lives of four cute high school girls—Konata Izumi, the lazy otaku; the Hiiragi twins, Tsukasa and Kagami (sugar and spice, respectively); and the smart and well-mannered M...",PG-13
6347,Baka to Test to Shoukanjuu,Winter 2010,2010,2010,Light novel,13,24 min. per ep.,514735,5665,7.61,"Fumizuki Academy isn&#039;t a typical Japanese high school. This unique institution has implemented a new and innovative system to sort its students. At the end of their freshman year, students take a test...",PG-13
31798,Kiznaiver,Spring 2016,2016,2016,Original,12,24 min. per ep.,514027,3949,7.45,"Katsuhira Agata is a quiet and reserved teenage boy whose sense of pain has all but vanished. His friend, Chidori Takashiro, can only faintly remember the days before Katsuhira had undergone this prof...",PG-13
32542,Sakamoto Desu ga?,Spring 2016,2016,2016,Manga,12,24 min. per ep.,513652,2062,7.6,"Sophisticated, suave, sublime; all words which describe the exceedingly handsome and patently perfect Sakamoto. Though it is only his first day in high school, his attractiveness, intelligence, and ch...",PG-13
11633,Blood Lad,Summer 2013,2013,2013,Manga,10,24 min. per ep.,511763,1906,7.35,"Staz Charlie Blood is a powerful vampire who rules the Eastern district of Demon World. According to rumors, he is a bloodthirsty and merciless monster, but in reality, Staz is just an otaku obsessed...",PG-13
33487,Masamune-kun no Revenge,Winter 2017,2017,2017,Manga,12,24 min. per ep.,511025,2615,6.85,"When Masamune Makabe was a child, he was rejected by a rich, beautiful girl named Aki Adagaki, who gave him the nickname &#039;&#039;Piggy&#039;&#039; for being overweight. Devastated, Masamune put great effort into work...",PG-13
37675,Overlord III,Summer 2018,2018,2018,Light novel,13,23 min. per ep.,509637,3838,7.97,"Following the horrific assault on the Re-Estize capital city, the Guardians of the Great Tomb of Nazarick return home to their master Ainz Ooal Gown. After months of laying the groundwork, they are fi...",R
32729,Orange,Summer 2016,2016,2016,Manga,13,24 min. per ep.,505579,4582,7.62,"Naho Takamiya&#039;s first day of her sophomore year of high school is off to an uneasy start. After waking up late, she receives a strange letter addressed to her. However, the letter is from herself—10 y...",PG-13
28927,Owari no Seraph: Nagoya Kessen-hen,Fall 2015,2015,2015,Manga,12,23 min. per ep.,505512,2455,7.65,"Yuuichirou Hyakuya is finally reunited with his childhood friend Mikaela Hyakuya, whom he had long presumed to be dead. Upon their reunion, however, he discovers that Mikaela has been turned into a va...",R
30694,Dragon Ball Super,Summer 2015,2015,2018,Manga,131,23 min. per ep.,502550,7935,7.44,"Seven years after the events of Dragon Ball Z, Earth is at peace, and its people live free from any dangers lurking in the universe. However, this peace is short-lived; a sleeping evil awakens in the...",PG-13
2476,School Days,Summer 2007,2007,2007,Visual novel,12,25 min. per ep.,502231,2944,5.71,"High school student Makoto Itou first notices Kotonoha Katsura at the start of his second semester, freshman year. Immediately, he becomes entranced by her beauty, but his bashfulness doesn&#039;t allow hi...",R+
16742,Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,Summer 2013,2013,2013,Web manga,12,24 min. per ep.,495092,4509,7.06,"After living 50 simulated high school lives and dating over 100 virtual boys, Tomoko Kuroki believes that she is ready to conquer her first year of high school. Little does she know that she is much l...",PG-13
8525,Kami nomi zo Shiru Sekai,Fall 2010,2010,2010,Manga,12,23 min. per ep.,494407,5518,7.75,"Keima Katsuragi, known online as the legendary &quot;God of Conquest,&quot; can conquer any girl&#039;s heart—in dating sim games, at least. In reality, he opts for the two-dimensional world of gaming over real life...",PG-13
33506,Ao no Exorcist: Kyoto Fujouou-hen,Winter 2017,2017,2017,Manga,12,24 min. per ep.,491546,1355,7.46,"The ExWire of True Cross Academy are beset with shock and fear in the aftermath of discovering that one of their own classmates, Rin Okumura, is the son of Satan. But for the moment, they have more pr...",PG-13
18671,Chuunibyou demo Koi ga Shitai! Ren,Winter 2014,2014,2014,Light novel,12,24 min. per ep.,489837,2729,7.56,"The awkward lovebirds, Yuuta Togashi and Rikka Takanashi are now living together as they enter a new school year, but their adorable relationship remains stagnant. Yuuta struggles to adapt to having a...",PG-13
17074,Monogatari Series: Second Season,Summer 2013,2013,2013,Light novel,26,24 min. per ep.,487205,18846,8.78,"Apparitions, oddities, and gods continue to manifest around Koyomi Araragi and his close-knit group of friends: Tsubasa Hanekawa, the group&#039;s modest genius; Shinobu Oshino, the resident doughnut-lovin...",R
22789,Barakamon,Summer 2014,2014,2014,Web manga,12,22 min. per ep.,486642,10479,8.41,"Seishuu Handa is an up-and-coming calligrapher: young, handsome, talented, and unfortunately, a narcissist to boot. When a veteran labels his award-winning piece as &quot;unoriginal,&quot; Seishuu quickly loses...",PG-13
23281,Psycho-Pass 2,Fall 2014,2014,2014,Original,11,23 min. per ep.,486458,1333,7.43,"A year and a half after the events of the original sci-fi psychological thriller, Akane Tsunemori continues her work as an inspector—enforcing the Sibyl System&#039;s judgments. Joining her are new enforce...",R
37991,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,Fall 2018,2018,2019,Manga,39,23 min. per ep.,483941,19847,8.62,"In the coastal city of Naples, corruption is teeming—the police blatantly conspire with outlaws, drugs run rampant around the youth, and the mafia governs the streets with an iron fist. However, vario...",R
7791,K-On!,Spring 2009,2010,2010,4-koma manga,26,24 min. per ep.,483269,18770,8.16,"It is the new year, which means that the senior members of the Light Music Club are now third-years, with Azusa Nakano being the only second-year. The seniors soon realize that Azusa will be the only...",PG-13
40221,Kami no Tou,Spring 2020,2020,2020,Web manga,13,23 min. per ep.,480398,6263,7.71,"There is a tower that summons chosen people called &quot;Regulars&quot; with the promise of granting their deepest desires. Whether it be wealth, fame, authority, or something that surpasses them all—everything...",PG-13
24415,Kuroko no Basket 3rd Season,Winter 2015,2015,2015,Manga,25,24 min. per ep.,480271,4322,8.36,"Following their triumph against Yousen High, Seirin&#039;s basketball team has reached the semifinals of the Winter Cup along with Kaijou, Rakuzan, and Shuutoku. Each of these teams possesses a member of t...",PG-13
35968,Wotaku ni Koi wa Muzukashii,Spring 2018,2018,2018,Web manga,11,22 min. per ep.,476713,5213,7.97,"Having slept through all four of her alarms, the energetic Narumi Momose finds herself running late for her first day of work at a new office. As she races to catch her train, she makes a promise to h...",PG-13
22147,Amagi Brilliant Park,Fall 2014,2014,2014,Light novel,13,24 min. per ep.,476627,2210,7.53,"Seiya Kanie, a smart and extremely narcissistic high school student, believes that the beautiful but reserved Isuzu Sento has invited him on a date at an amusement park called Amagi Brilliant Park. Mu...",PG-13
7674,Bakuman.,Fall 2010,2010,2011,Manga,25,24 min. per ep.,473800,8616,8.24,"As a child, Moritaka Mashiro dreamt of becoming a mangaka, just like his childhood hero and uncle, Tarou Kawaguchi, creator of a popular gag manga. But when tragedy strikes, he gives up on his dream a...",PG-13
27787,Nisekoi:,Spring 2015,2015,2015,Manga,12,24 min. per ep.,471916,2252,7.4,"Despite having seemingly quelled the war between their respective gangs, Raku Ichijou and Chitoge Kirisaki still carry on with their fake relationship. Eventually, as Chitoge&#039;s perception of Raku slow...",PG-13
28497,Rokka no Yuusha,Summer 2015,2015,2015,Light novel,12,24 min. per ep.,471234,2236,7.37,"An ancient legend states that with the revival of the Demon God, six heroes—the Braves of the Six Flowers—will be chosen by the Goddess of Fate, granting them power to rise up against the fiends attem...",PG-13
14075,Zetsuen no Tempest,Fall 2012,2012,2013,Manga,24,24 min. per ep.,468940,6245,8.01,"Yoshino Takigawa, an ordinary teenager, is secretly dating his best friend Mahiro&#039;s younger sister. But when his girlfriend Aika mysteriously dies, Mahiro disappears, vowing to find the one responsibl...",PG-13
28825,Himouto! Umaru-chan,Summer 2015,2015,2015,Manga,12,24 min. per ep.,464934,3861,7.19,"People are not always who they appear to be, as is the case with Umaru Doma, the perfect high school girl—that is, until she gets home! Once the front door closes, the real fun begins. When she dons h...",PG-13
790,Ergo Proxy,Winter 2006,2006,2006,Original,23,25 min. per ep.,463311,10778,7.93,"Within the domed city of Romdo lies one of the last human civilizations on Earth. Thousands of years ago, a global ecological catastrophe doomed the planet; now, life outside these domes is virtually...",R
23321,Log Horizon 2nd Season,Fall 2014,2014,2015,Light novel,25,24 min. per ep.,463131,1445,7.63,"After being trapped in the world of Elder Tale for six months, Shiroe and the other Adventurers have begun to get the hang of things in their new environment. The Adventurers are starting to gain the...",PG-13
3457,Vampire Knight,Spring 2008,2008,2008,Manga,13,24 min. per ep.,461592,8641,7.05,"The cheerful Yuuki Cross and the gruff Zero Kiryuu are members of the disciplinary committee at Cross Academy, which houses two very distinct classes: the Day Class and the Night Class. Their job cons...",PG-13
28297,Ore Monogatari!!,Spring 2015,2015,2015,Manga,24,22 min. per ep.,455640,3883,7.97,"With his muscular build and tall stature, Takeo Gouda is not exactly your average high school freshman. However, behind his intimidating appearance hides a heart of gold, and he is considered a hero b...",PG-13
14289,Sukitte Ii na yo.,Fall 2012,2012,2012,Manga,13,24 min. per ep.,455559,4330,7.51,"Friends will only let you down—that is the sad truth Mei Tachibana lives with, ever since she was wrongfully blamed for the death of a class pet by her so-called friends in grade school. Since then, s...",PG-13
37347,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II,Summer 2019,2019,2019,Light novel,12,24 min. per ep.,455323,1959,7.26,"It is business as usual in the massive city of Orario, where legions of adventurers gather to explore the monster-infested &quot;Dungeon.&quot; Among them is the easily flustered yet brave Bell Cranel, the sole...",PG-13
34902,Tsurezure Children,Summer 2017,2017,2017,4-koma manga,12,12 min. per ep.,453179,2013,7.69,"Young love—it takes many unique and fascinating forms that flourish as children begin to mature into adults. From being unable to confess to not knowing what real love actually feels like, various obs...",PG-13
339,Serial Experiments Lain,Summer 1998,1998,1998,Original,13,23 min. per ep.,452912,15927,8.02,"Lain Iwakura, an awkward and introverted fourteen-year-old, is one of the many girls from her school to receive a disturbing email from her classmate Chisa Yomoda—the very same Chisa who recently comm...",R
355,Shakugan no Shana,Fall 2005,2005,2006,Light novel,24,24 min. per ep.,452697,5450,7.53,"The world has become a slaughtering ground for the Crimson Denizens, mysterious beings from a parallel universe who thrive on the life energy of humans. These merciless murderers only leave behind sca...",PG-13
32951,Rokudenashi Majutsu Koushi to Akashic Records,Spring 2017,2017,2017,Light novel,12,24 min. per ep.,451744,2521,7.21,"The Alzano Empire is home to one of the most distinguished magic schools in the world: the Alzano Imperial Magic Academy. Here, ambitious young students undergo training to become competent magicians...",R
225,Dragon Ball GT,Winter 1996,1996,1997,Manga,64,23 min. per ep.,451652,1773,6.49,"Emperor Pilaf finally has his hands on the Black Star Dragon Balls after years of searching, which are said to be twice as powerful as Earth&#039;s normal ones. Pilaf is about to make his wish for world do...",PG-13
7724,Shiki,Summer 2010,2010,2010,Manga,22,22 min. per ep.,450738,7064,7.8,"Fifteen-year-old Megumi Shimizu dreamed of a glamorous life in the big city; however, her unexpected death in the quiet village of Sotoba marks the beginning of what appears to be a ferocious epidemic...",R
392,Yuu☆Yuu☆Hakusho,Fall 1992,1992,1995,Manga,112,24 min. per ep.,450090,16993,8.45,"One fateful day, Yuusuke Urameshi, a 14-year-old delinquent with a dim future, gets a miraculous chance to turn it all around when he throws himself in front of a moving car to save a young boy. His u...",PG-13
16067,Nagi no Asu kara,Fall 2013,2013,2014,Original,26,23 min. per ep.,449884,8769,8.1,"Long ago, all humans lived beneath the sea. However, some people preferred the surface and abandoned living underwater permanently. As a consequence, they were stripped of their god-given protection c...",PG-13
15315,Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,Winter 2013,2013,2013,Light novel,10,23 min. per ep.,448796,3689,7.58,"Izayoi Sakamaki, Asuka Kudou, and You Kasukabe are extraordinary teenagers who are blessed with psychic powers but completely fed up with their disproportionately mundane lives—until, unexpectedly, ea...",PG-13
1604,Katekyo Hitman Reborn!,Fall 2006,2006,2010,Manga,203,24 min. per ep.,448421,16289,8.19,"There is no putting it lightly—Tsunayoshi Sawada is just no good. He is clumsy, talentless, and desperately in love with the school idol Kyouko Sasagawa, a girl so completely out of his league. Dubbed...",PG-13
9513,Beelzebub,Winter 2011,2011,2012,Manga,60,24 min. per ep.,445639,4850,7.92,"Ishiyama High is a school populated entirely by delinquents, where nonstop violence and lawlessness are the norm. However, there is one universally acknowledged rule—don&#039;t cross first year student Tat...",PG-13
32867,Bungou Stray Dogs 2nd Season,Fall 2016,2016,2016,Manga,12,23 min. per ep.,444243,4715,8.21,"Despite their differences in position, three men—the youngest senior executive of the Port Mafia, Osamu Dazai, the lowest ranking member, Sakunosuke Oda, and the intelligence agent, Angou Sakaguchi—ga...",R
5630,Higashi no Eden,Spring 2009,2009,2009,Original,11,23 min. per ep.,442584,4082,7.84,"On November 22, 2010, Japan was hit by missile strikes, a terrorist act that fortunately did not harm anyone, becoming known as &quot;Careless Monday.&quot; Quickly forgotten, society goes on about their lives...",R
6213,Toaru Kagaku no Railgun,Fall 2009,2009,2010,Manga,24,24 min. per ep.,441740,6894,7.73,"The student-filled Academy City is at the forefront of scientific advancement and home to the esper development program. The seven &quot;Level 5&quot; espers are the most powerful in Academy City, and ranked th...",PG-13
32998,91 Days,Summer 2016,2016,2016,Original,12,24 min. per ep.,441600,4872,7.84,"As a child living in the town of Lawless, Angelo Lagusa has witnessed a tragedy: his parents and younger brother have been mercilessly slaughtered by the Vanetti mafia family. Losing everything he hol...",R
527,Pokemon,Spring 1997,1997,2002,Game,276,24 min. per ep.,440749,4831,7.35,"Pokemon are peculiar creatures with a vast array of different abilities and appearances; many people, known as Pokemon trainers, capture and train them, often with the intent of battling others. Young...",PG
33489,Little Witch Academia (TV),Winter 2017,2017,2017,Original,25,24 min. per ep.,439886,5890,7.93,"&quot;A believing heart is your magic!&quot;—these were the words that Atsuko &quot;Akko&quot; Kagari&#039;s idol, the renowned witch Shiny Chariot, said to her during a magic performance years ago. Since then, Akko has lived...",G
32949,Kuzu no Honkai,Winter 2017,2017,2017,Manga,12,22 min. per ep.,439223,4666,7.33,"To the outside world, Hanabi Yasuraoka and Mugi Awaya are the perfect couple. But in reality, they just share the same secret pain: they are both in love with other people they cannot be with. Hanabi...",R+
17729,Grisaia no Kajitsu,Fall 2014,2014,2014,Visual novel,13,23 min. per ep.,435866,3609,7.57,"Yuuji Kazami is a transfer student who has just been admitted into Mihama Academy. He wants to live an ordinary high school life, but this dream of his may not come true any time soon as Mihama Academ...",R+
34280,Gamers!,Summer 2017,2017,2017,Light novel,12,24 min. per ep.,431619,1784,6.95,"Keita Amano is a typical high school gamer living out an average student&#039;s life. One day, however, he has an unexpected meeting with the cutest girl in school that makes him want to disappear without...",PG-13
30123,Akagami no Shirayuki-hime,Summer 2015,2015,2015,Manga,12,24 min. per ep.,431302,5365,7.8,"Although her name means &quot;snow white,&quot; Shirayuki is a cheerful, red-haired girl living in the country of Tanbarun who works diligently as an apothecary at her herbal shop. Her life changes drastically...",PG-13
31580,Ajin,Winter 2016,2016,2016,Manga,13,24 min. per ep.,429365,2580,7.5,"Mysterious immortal humans known as &quot;Ajin&quot; first appeared 17 years ago in Africa. Upon their discovery, they were labeled as a threat to mankind, as they might use their powers for evil and were incap...",R
31646,3-gatsu no Lion,Fall 2016,2016,2017,Manga,22,25 min. per ep.,429113,10531,8.43,"Having reached professional status in middle school, Rei Kiriyama is one of the few elite in the world of shogi. Due to this, he faces an enormous amount of pressure, both from the shogi community and...",PG-13
6594,Katanagatari,Winter 2010,2010,2010,Light novel,12,50 min. per ep.,426991,9612,8.37,"In an Edo-era Japan lush with a variety of sword-fighting styles, Shichika Yasuri practices the most unique one: Kyotouryuu, a technique in which the user&#039;s own body is wielded as a blade. The enigmat...",R
19163,Date A Live II,Spring 2014,2014,2014,Light novel,10,24 min. per ep.,425949,2717,7.25,"Spirits are otherworldly entities with immense power, capable of creating spatial quakes whenever they appear. One way of dealing with them is through brute force and killing them...",R
22729,Aldnoah.Zero,Summer 2014,2014,2014,Original,12,23 min. per ep.,423300,3980,7.45,"The discovery of a hypergate on the Moon once allowed the human race to teleport to Mars. Those who chose to settle there unearthed a technology far more advanced than that of their home planet, which...",R
34618,Blend S,Fall 2017,2017,2017,4-koma manga,12,23 min. per ep.,422796,2459,7.38,"Wishing to be independent, 16-year-old Maika Sakuranomiya is desperate to nail down a part-time job so that she can afford to study abroad. Unfortunately, her applications are constantly rejected due...",PG-13
37799,Tokyo Ghoul:re 2nd Season,Fall 2018,2018,2018,Manga,12,24 min. per ep.,419937,2094,6.33,"After the conclusion of the Tsukiyama Family Extermination Operation, the members of the Commission of Counter Ghouls (CCG) have grown exponentially in power and continue to pursue their goal of exter...",R
2034,Lovely★Complex,Spring 2007,2007,2007,Manga,24,24 min. per ep.,418575,8357,8.07,"Love is unusual for Koizumi Risa and Ootani Atsushi, who are both striving to find their ideal partner in high school—172 cm tall Koizumi is much taller than the average girl, and Ootani is much short...",PG-13
33,Kenpuu Denki Berserk,Fall 1997,1997,1998,Manga,25,25 min. per ep.,417276,17874,8.48,"Born from the corpse of his mother, a young mercenary known only as Guts, embraces the battlefield as his only means of survival. Day in and day out, putting his life on the line just to make enough t...",R+
8425,Gosick,Winter 2011,2011,2011,Light novel,24,24 min. per ep.,417275,7452,8.11,"Kazuya Kujou is a foreign student at Saint Marguerite Academy, a luxurious boarding school in the Southern European country of Sauville. Originally from Japan, his jet-black hair and dark brown eyes c...",R
6707,Kuroshitsuji II,Summer 2010,2010,2010,Manga,12,24 min. per ep.,417080,4012,7.25,"The stage of Kuroshitsuji II opens on the life of Alois Trancy, the young heir to the Trancy earldom. Though he is privileged now, such was not always the case for the hot-tempered boy. Kidnapped and...",R
41353,The God of High School,Summer 2020,2020,2020,Web manga,13,23 min. per ep.,416466,2752,7.14,"The &quot;God of High School&quot; tournament has begun, seeking out the greatest fighter among Korean high school students! All martial arts styles, weapons, means, and methods of attaining victory are permitt...",PG-13
4382,Suzumiya Haruhi no Yuuutsu (2009),Spring 2009,2009,2009,Light novel,14,24 min. per ep.,415760,2085,7.23,"Kyon has found himself dragged through many adventures as of late—all because of the SOS Brigade club and its excitable leader, Haruhi Suzumiya. He has stopped believing in the supernatural long ago,...",PG-13
25183,Gangsta.,Summer 2015,2015,2015,Manga,12,23 min. per ep.,412599,2751,7.4,"Nicholas Brown and Worick Arcangelo, known in the city of Ergastalum as the &quot;Handymen,&quot; are mercenaries for hire who take on jobs no one else can handle. Contracted by powerful mob syndicates and poli...",R
14967,Boku wa Tomodachi ga Sukunai Next,Winter 2013,2013,2013,Light novel,12,24 min. per ep.,410763,1164,7.42,"The Neighbor&#039;s Club—a club founded for the purpose of making friends, where misfortunate boys and girls with few friends live out their regrettable lives. Although Yozora Mikazuki faced a certain inci...",R+
14713,Kamisama Hajimemashita,Fall 2012,2012,2012,Manga,13,24 min. per ep.,410304,9706,8.04,"High schooler Nanami Momozono has quite a few problems of late, beginning with her absentee father being in such extreme debt that they lose everything. Downtrodden and homeless, she runs into a man b...",PG-13
27631,God Eater,Summer 2015,2015,2016,Game,13,23 min. per ep.,410148,1809,7.32,The year is 2071. Humanity has been pushed to the brink of extinction following the emergence of man-eating monsters called &quot;Aragami&quot; that boast an immunity to conventional weaponry. They ravaged the...,R
120,Fruits Basket,Summer 2001,2001,2001,Manga,26,24 min. per ep.,404237,9275,7.7,"After the accident in which she lost her mother, 16-year-old Tooru moves in with her grandfather, but due to his home being renovated, is unable to continue living with him. Claiming she will find som...",PG-13
71,Full Metal Panic!,Winter 2002,2002,2002,Light novel,24,24 min. per ep.,403180,4372,7.66,"Equipped with cutting-edge weaponry and specialized troops, a private military organization named Mithril strives to extinguish the world&#039;s terrorism and all threats to peace on earth. The organizatio...",R
38883,Haikyuu!!: To the Top,Winter 2020,2020,2020,Manga,13,24 min. per ep.,399713,3636,8.41,"After their triumphant victory over Shiratorizawa Academy, the Karasuno High School volleyball team has earned their long-awaited ticket to nationals. As preparations begin, genius setter Tobio Kageya...",PG-13
4081,Natsume Yuujinchou,Summer 2008,2008,2008,Manga,13,24 min. per ep.,398235,13254,8.34,"While most fifteen-year-old boys, in one way or another, harbor secrets that are related to girls, Takashi Natsume has a peculiar and terrifying secret involving youkai: for as long as he can remember...",PG-13
31637,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season",Winter 2016,2016,2016,Light novel,12,23 min. per ep.,397941,1672,7.79,"Several months have passed since the infamous Ginza Incident, with tensions between the Empire and JSDF escalating in the vast and mysterious &quot;Special Region&quot; over peace negotiations. The greed and cu...",R
39195,Beastars,Fall 2019,2019,2019,Manga,12,22 min. per ep.,397478,5856,8.08,"In a civilized society of anthropomorphic animals, an uneasy tension exists between carnivores and herbivores. At Cherryton Academy, this mutual distrust peaks after a predation incident results in th...",R
36475,Sword Art Online Alternative: Gun Gale Online,Spring 2018,2018,2018,Light novel,12,23 min. per ep.,394400,1328,7.09,"Clad in desert pink and the size of a mere child, the infamous &quot;Pink Devil&quot; mercilessly hunts down other players in the firearm-centered world of the virtual reality game Gun Gale Online. But in real...",PG-13
31339,Drifters,Fall 2016,2016,2016,Manga,12,23 min. per ep.,393380,2960,7.95,"At the Battle of Sekigahara in 1600, Toyohisa Shimazu is the rearguard for his retreating troops, and is critically wounded when he suddenly finds himself in a modern, gleaming white hallway. Faced wi...",R
37141,Hataraku Saibou (TV),Summer 2018,2018,2018,Manga,13,23 min. per ep.,392598,1728,7.66,"Inside the human body, roughly 37.2 trillion cells work energetically 24 hours a day and 365 days a year. Fresh out of training, the cheerful and somewhat airheaded Red Blood Cell AE3803 is ready to t...",PG-13
34542,Inuyashiki,Fall 2017,2017,2017,Manga,11,22 min. per ep.,392148,2369,7.72,"Ichirou Inuyashiki is a 58-year-old family man who is going through a difficult time in his life. Though his frequent back problems are painful, nothing hurts quite as much as the indifference and dis...",R
11013,Inu x Boku SS,Winter 2012,2012,2012,Manga,12,24 min. per ep.,391437,3277,7.48,"Ririchiyo Shirakiin is the sheltered daughter of a renowned family. With her petite build and wealthy status, Ririchiyo has been a protected and dependent girl her entire life, but now she has decided...",PG-13
136,Hunter x Hunter,Fall 1999,1999,2001,Manga,62,23 min. per ep.,390039,9020,8.42,"Hunters are specialized in a wide variety of fields, ranging from treasure hunting to cooking. They have access to otherwise unavailable funds and information that allow them to pursue their dreams an...",PG-13
37105,Grand Blue,Summer 2018,2018,2018,Manga,12,24 min. per ep.,384958,8782,8.41,"Iori Kitahara moves to the coastal town of Izu for his freshman year at its university, taking residence above Grand Blue, his uncle&#039;s scuba diving shop. Iori has high hopes and dreams about having th...",PG-13
39597,Sword Art Online: Alicization - War of Underworld,Fall 2019,2019,2019,Light novel,12,23 min. per ep.,384230,4178,7.66,"Despite the defeat of Quinella—the pontifex of the Axiom Church—things have not seemed to calm down yet. Upon contacting the real world, Kazuto &quot;Kirito&quot; Kirigaya finds out that the Ocean Turtle—a mega...",R
5341,Ookami to Koushinryou II,Summer 2009,2009,2009,Light novel,12,24 min. per ep.,384217,4093,8.37,"Traveling merchant Kraft Lawrence continues his northward journey with wolf goddess Holo, in search of her lost home of Yoitsu. Lawrence and his sharp-witted partner continue to make some small profit...",PG-13
