id,naslov,sezona,zacetek,konec,vir,epizode,dolzina,stevilo_clenov,najljubsi,ocena,opis,oznaka 
2581,Mobile Suit Gundam 00,Fall 2007,2007,2008,Original,25,24 min. per ep.,180141,4404,8.15,"In the distant future, mankind&#039;s dependence on fossil fuels will lead to their complete depletion, an energy crisis unlike anything the world witnessed. Out of retaliation and fear, humanity began foc...",R
39575,Somali to Mori no Kamisama,Winter 2020,2020,2020,Web manga,12,23 min. per ep.,179899,1032,7.83,"The world is ruled by spirits, goblins, and all manner of strange creatures. Human beings are persecuted, to the very point of extinction. One day, a golem and a lone human girl meet. This is a record...",PG-13
9863,SKET Dance,Spring 2011,2011,2012,Manga,77,24 min. per ep.,179898,3033,8.26,"At Kaimei High School there is a special club dedicated to helping others known as the SKET Brigade. The brains of the group is Kazuyoshi &quot;Switch&quot; Usui, a tech-savvy otaku who speaks through speech sy...",PG-13
30205,Aoharu x Kikanjuu,Summer 2015,2015,2015,Manga,12,24 min. per ep.,179881,1277,7.19,"Hotaru Tachibana has a strong sense of justice and just cannot help confronting those who choose to perform malicious acts. Furthermore, Hotaru is actually a girl who likes to disguise herself as a bo...",PG-13
40716,Kakushigoto (TV),Spring 2020,2020,2020,Manga,12,23 min. per ep.,179851,1189,8.03,"Kakushi Gotou is a somewhat popular manga artist whose works are known for inappropriate content. Because of this raunchiness, when his daughter Hime was born, he vowed to keep his profession hidden f...",PG-13
39196,Mairimashita! Iruma-kun,Fall 2019,2019,2020,Manga,23,23 min. per ep.,179552,1217,7.72,"Fourteen-year-old Iruma Suzuki has been unfortunate all his life, having to work to earn money for his irresponsible parents despite being underage. One day, he finds out that his parents sold him to...",PG-13
2129,True Tears,Winter 2008,2008,2008,Original,13,24 min. per ep.,179493,912,7.37,"Living under the same roof with the girl he has a crush on should be a dream for Shinichirou Nakagami, but the reality is closer to a nightmare. At school, Hiromi is bright, academically successful, a...",PG-13
9941,Tiger &amp; Bunny,Spring 2011,2011,2011,Original,25,24 min. per ep.,179224,2761,7.95,"In Stern Bild City, those with special abilities are called &quot;NEXT,&quot; and can use their powers for good or bad. A unique organized group of NEXT appear regularly on Hero TV, where they chase down evildo...",PG-13
2923,Shugo Chara!,Fall 2007,2007,2008,Manga,51,24 min. per ep.,178150,3528,7.43,"Amu Hinamori is a student at Seiyo Elementary, where she has a reputation for being &quot;cool and spicy&quot;; however, her real personality is that of an extremely shy and easily intimidated girl. One night A...",PG
8129,Kuragehime,Fall 2010,2010,2010,Manga,11,22 min. per ep.,178025,3798,8.14,"Ever since her late mother took her to an aquarium when she was young, Tsukimi Kurashita has been obsessed with jellyfish, comparing their flowing tentacles to a princess&#039;s white dress. Now living wit...",PG-13
37744,Isekai Cheat Magician,Summer 2019,2019,2019,Light novel,12,23 min. per ep.,177413,445,5.39,"Regular high schooler Taichi Nishimura and his childhood friend, Rin Azuma, are on their way to school one ordinary morning. Suddenly, a glowing light envelops them, transporting them to a fantasy wor...",PG-13
36470,Tada-kun wa Koi wo Shinai,Spring 2018,2018,2018,Original,13,23 min. per ep.,177330,787,7.55,"Love has never really been a concern for Mitsuyoshi Tada, and as the aspiring photographer enters his second year of high school, it truthfully couldn&#039;t be further from his mind. However, things just...",PG-13
26,Texhnolyze,Spring 2003,2003,2003,Original,22,23 min. per ep.,177296,3582,7.76,"Texhnolyze takes place in the city of Lux, a man-made underground city that has crumbled after years of neglect and lack of repairs. Citizens of Lux have come to refer to their home as simply &quot;The Cit...",R+
14397,Chihayafuru 2,Winter 2013,2013,2013,Manga,25,22 min. per ep.,177150,1577,8.44,"Chihaya Ayase is obsessed with developing her school&#039;s competitive karuta club, nursing daunting ambitions like winning the national team championship at the Omi Jingu and becoming the Queen, the best...",PG-13
12175,Koi to Senkyo to Chocolate,Summer 2012,2012,2012,Visual novel,12,25 min. per ep.,176990,394,7.11,"Yuuki Oojima is a member of his high school&#039;s Food Research Club, whose main activity is eating snacks bought with funds allocated to them by the school. However, this peaceful and wasteful lifestyle...",PG-13
5040,One Outs,Fall 2008,2008,2009,Manga,25,23 min. per ep.,176414,3295,8.36,"Toua Tokuchi is an athlete by profession, but a reckless gambler at heart. On the streets of Okinawa, he uses nothing but his wits and a &quot;fastball&quot; peaking at a mere 134 kmph to somehow achieve 499 wi...",PG-13
31405,Joker Game,Spring 2016,2016,2016,Novel,12,23 min. per ep.,176016,548,7.06,"With World War II right around the corner, intelligence on other countries&#039; social and economic situation has become a valuable asset. As a result, Japan has established a new spy organization known a...",R
18179,Yowamushi Pedal,Fall 2013,2013,2014,Manga,38,24 min. per ep.,175795,2145,8.01,"Sakamichi Onoda is a cheerful otaku looking to join his new school&#039;s anime club, eager to finally make some friends. Unfortunately, the club has been disbanded and he takes it upon himself to revive i...",PG-13
4186,Chrome Shelled Regios,Winter 2009,2009,2009,Light novel,24,24 min. per ep.,175005,1064,7.37,"In a post-apocalyptic world overrun with mutated beasts called Limbeekoon or Filth Monsters, humanity is forced to live in large mobile cities called Regios and learn to use special weapons called Dit...",R
29854,Ushio to Tora (TV),Summer 2015,2015,2015,Manga,26,24 min. per ep.,174809,670,7.6,Ushio Aotsuki is a stubborn middle school student and son of an eccentric temple priest who goes about life without care for his father&#039;s claims regarding otherworldly monsters known as youkai. Howeve...,PG-13
64,Rozen Maiden,Fall 2004,2004,2004,Manga,12,24 min. per ep.,174152,2062,7.44,"Traumatized by school, Jun Sakurada spends his days at home as a shut-in, purchasing things online, only to send them back before the free trial period ends. So when a note appears on his desk, asking...",PG-13
1827,Seirei no Moribito,Spring 2007,2007,2007,Novel,26,25 min. per ep.,173923,2522,8.17,"On the precipice of a cataclysmic drought, the Star Readers of the Shin Yogo Empire must devise a plan to avoid widespread famine. It is written in ancient myths that the first emperor, along with eig...",PG-13
18689,Diamond no Ace,Fall 2013,2013,2015,Manga,75,24 min. per ep.,173483,3533,8.13,"With a stray pitch that completely missed the batter, Eijun Sawamura loses his final middle school baseball game. Frustrated by this defeat, Eijun and his teammates vow to reach the national tournamen...",PG-13
16035,Karneval (TV),Spring 2013,2013,2013,Manga,13,24 min. per ep.,173470,1165,7.16,"While in search of his precious friend, a young boy named Nai falls captive to a beautiful woman, whose looks are matched only by her taste for human flesh. Meanwhile Gareki, a clever thief, is in the...",PG-13
31904,Big Order (TV),Spring 2016,2016,2016,Manga,10,24 min. per ep.,173350,198,5.41,"Ten years ago, a fairy by the name of Daisy appeared and asked the child Eiji Hoshimiya what his one and only wish was. Although his wish remains a mystery, the consequences were catastrophic. In an e...",R+
37517,Happy Sugar Life,Summer 2018,2018,2018,Manga,12,24 min. per ep.,173017,1761,6.91,"Satou Matsuzaka is a beautiful high schooler who has a reputation for being permissive with men. However, a chance encounter with a young girl named Shio Koube makes Satou realize that this is her fir...",R
550,Yu☆Gi☆Oh!,Spring 1998,1998,1998,Manga,27,24 min. per ep.,172081,1066,7.21,"Bullies often target someone frail and weak—someone exactly like Yuugi Mutou. His beautiful childhood friend, Anzu Mazaki, is always there to stand up for him, but he can&#039;t depend on her forever. Kats...",PG-13
18139,Tonari no Seki-kun,Winter 2014,2014,2014,Manga,21,7 min. per ep.,170577,534,7.59,"All Rumi Yokoi wants to do is focus during school, but she is constantly distracted by Toshinari Seki, her neighboring classmate. Paying attention during class is the least of Seki&#039;s worries, as he ob...",G
34104,Knight&#039;s &amp; Magic,Summer 2017,2017,2017,Light novel,13,24 min. per ep.,170546,715,7.15,"Having died in a car accident, Tsubasa Kurata—an otaku from modern Japan—is reborn in the Fremmevilla Kingdom, a medieval world where powerful mechs called Silhouette Knights are used to fight horrifi...",PG-13
30187,Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,Fall 2015,2015,2015,Novel,12,23 min. per ep.,170140,787,7.43,"When Shoutarou Tatewaki first meets Sakurako Kujou, he knows his life will never be the same. Initially believing her to be responsible for a disappearance in the neighborhood, he later learns of her...",R
35376,Himouto! Umaru-chan R,Fall 2017,2017,2017,Manga,12,23 min. per ep.,169567,468,7.37,"Umaru Doma is a model student who has a hidden side: when she gets home each day, she puts on her hamster hoodie and turns into a sluggish otaku fond of junk food. As Umaru continues these daily antic...",PG-13
40497,Mahouka Koukou no Rettousei: Raihousha-hen,Fall 2020,2020,2020,Light novel,13,23 min. per ep.,169501,1099,7.38,"Shiba Miyuki&#039;s classmate Kitayama Shizuku is on her way to study abroad. For magicians, this is normally impossible, since allowing the genes of someone who can use magic outside their home country&#039;s...",PG-13
36027,Ousama Game The Animation,Fall 2017,2017,2017,Novel,12,23 min. per ep.,168546,307,5.0,"It can be rough transferring to a new school—even more so if you don&#039;t want to make any friends, like Nobuaki Kanazawa. But the reason for his antisocial behavior soon becomes clear when his class rec...",R
36023,Persona 5 the Animation,Spring 2018,2018,2018,Game,26,24 min. per ep.,168473,651,6.49,"Ren Amamiya, a new transfer student at Shujin Academy, is sent to Tokyo to live with his family friend Sojiro Sakura after wrongly being put on probation for defending a woman from sexual assault. Whi...",R
12967,Arcana Famiglia,Summer 2012,2012,2012,Visual novel,12,24 min. per ep.,168326,334,6.29,"​On the island of Regalo, a group of supernaturally powered mafia-like protectors called the Arcana Famiglia safeguard the people from any who would harm them. The members of their organization, havin...",PG-13
19647,Hajime no Ippo: Rising,Fall 2013,2013,2014,Manga,25,22 min. per ep.,168210,980,8.6,"Japanese Featherweight Champion Makunouchi Ippo has defended his title belt once more with the help of his devastating signature move: the Dempsey Roll. However, new challengers are rising up left and...",PG-13
38993,Karakai Jouzu no Takagi-san 2,Summer 2019,2019,2019,Manga,12,23 min. per ep.,167637,1768,8.17,"Even after spending a considerable amount of time with Takagi, Nishikata is still struggling to find a perfect plan to defeat the expert teaser. A battle of wits, a contest of physical prowess, a test...",PG-13
38573,Tsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki Desu ka?,Summer 2019,2019,2019,Light novel,12,23 min. per ep.,167531,355,5.56,"Forming a party with one&#039;s mother in an online game seems not only unlikely but also uncomfortable to most teenage gamers. Unfortunately, Masato Oosuki finds himself in that exact scenario. After comp...",PG-13
40417,Fruits Basket 2nd Season,Spring 2020,2020,2020,Manga,25,23 min. per ep.,167457,2402,8.55,"A year has passed since Tooru Honda began living in the Souma residence, and she has since created stronger relationships with its inhabitants Shigure, Kyou, and Yuki. She has also grown closer to the...",PG-13
31716,Rewrite,Summer 2016,2016,2016,Visual novel,13,24 min. per ep.,166442,566,6.7,"Kazamatsuri, a modern, well-developed city renowned for its burgeoning greenery and rich Japanese culture, is home to Kotarou Tennouji, a high schooler least privy to the place&#039;s shared values. Conten...",PG-13
18119,Servant x Service,Summer 2013,2013,2013,4-koma manga,13,23 min. per ep.,166291,598,7.69,"Frustrating, insufficient, and irritating is how most citizens would describe civil servants. However, three new employees are about to discover what really happens behind the scenes. Lucy Yamagami, b...",PG-13
61,D.N.Angel,Spring 2003,2003,2003,Manga,26,23 min. per ep.,165008,1516,7.21,"Daisuke Niwa is a clumsy, block-headed, and wimpy middle school student who has few redeeming qualities. On his 14th birthday, he finally decides to confess his love to his longtime crush Risa Harada,...",PG-13
32962,Occultic;Nine,Fall 2016,2016,2016,Light novel,12,24 min. per ep.,164926,436,6.95,"A blog disproving the supernatural, co-run by NEET teenager Yuuta Gamon and his enthusiastic best friend Ryouka Narusawa, becomes the catalyst that would bring together a group of people who supposedl...",PG-13
36432,Toaru Majutsu no Index III,Fall 2018,2018,2019,Light novel,26,23 min. per ep.,164914,1142,6.76,"Touma Kamijou can&#039;t catch a break. After the invasion of Academy City, political tensions continue to rise as both the science and magic factions collide head on. It appears that Academy City intends...",PG-13
145,Kareshi Kanojo no Jijou,Fall 1998,1998,1999,Manga,26,24 min. per ep.,164839,2112,7.61,"Yukino Miyazawa is the female representative for her class and the most popular girl among the freshmen at her high school. Good at both academics and sports on top of being elegant and sociable, she...",PG-13
5909,Seitokai no Ichizon,Fall 2009,2009,2009,Light novel,12,24 min. per ep.,163965,687,7.37,"Imagine living life as the vice president of the student council, passing the days eating snacks, playing games, and bonding with a harem of beautiful girls. This is exactly the kind of life that high...",PG-13
24231,Hitsugi no Chaika: Avenging Battle,Fall 2014,2014,2014,Light novel,10,23 min. per ep.,163840,167,7.22,"The search for the remains of Emperor Gaz continues. Chaika still in search of knowing who she really is and what her purpose is. Similarly, the Red Chaika continues the search for the rest of Emperor...",R
7193,Aoi Bungaku Series,Fall 2009,2009,2009,Novel,12,23 min. per ep.,163559,1329,7.75,"Ningen Shikkaku A high school student seeks solace in narcotics to escape the dispiritedness that has come over his life. As he goes through the different stages of his life, it culminates in the ques...",R
10321,Uta no☆Prince-sama♪ Maji Love 1000%,Summer 2011,2011,2011,Visual novel,13,25 min. per ep.,163438,1792,7.11,"Haruka Nanami, an aspiring composer from the countryside, longs to write music for her beloved idol, Hayato Ichinose. Determined to accomplish this goal, she enrolls into Saotome Academy, a highly reg...",PG-13
39491,Psycho-Pass 3,Fall 2019,2019,2019,Original,8,45 min. per ep.,162697,396,7.55,"Thanks to the Sibyl System, the mental states of society can now be measured on a numerical scale. Using these &quot;crime coefficients,&quot; a culprit can be apprehended before they ever commit a crime. But i...",R
35330,Poputepipikku,Winter 2018,2018,2018,4-koma manga,12,12 min. per ep.,161136,1021,7.27,Poputepipikku turns absurdist comedy up to eleven with its pop culture references and surreal hilarity. With two bonafide high school girl protagonists—the short and exceptionally quick to anger Popuk...,PG-13
2926,Myself; Yourself,Fall 2007,2007,2007,Visual novel,13,25 min. per ep.,161124,824,7.22,"In the peaceful little town of Sakuranomori, a group of young friends are about to bid farewell to one of their own. Due to his parents’ business plans, Sana Hidaka has to move away from his quiet chi...",PG-13
18229,Gatchaman Crowds,Summer 2013,2013,2013,Original,12,23 min. per ep.,160932,1236,7.34,"Hajime Ichinose&#039;s ordinary life is in for a change when a transcendent being named J.J Robinson hands her a small book called NOTE—a device which transforms her into one of the Gatchaman, the legendar...",PG-13
10155,Dog Days,Spring 2011,2011,2011,Original,13,24 min. per ep.,160522,596,6.98,"Dog Days takes place in the world of Flonyard, an alternate Earth inhabited by beings who resemble humans, but also have the ears and tails of specific animals. The Republic of Biscotti, a union of do...",PG-13
40571,Majo no Tabitabi,Fall 2020,2020,2020,Light novel,12,24 min. per ep.,159592,1346,7.6,"Since childhood, Elaina has always been fascinated by the stories written within her favorite book, especially those about Nike, a renowned witch who had numerous great travels across the world. Wanti...",PG-13
11179,Papa no Iukoto wo Kikinasai!,Winter 2012,2012,2012,Light novel,12,23 min. per ep.,159240,587,7.34,"Yuuta Segawa has just started his freshman year of university. One day, his sister Yuri, who raised him after their parents died, asks him to take care of her daughters Hina, Sora and Miu while she an...",PG-13
37451,Boogiepop wa Warawanai (2019),Winter 2019,2019,2019,Light novel,18,23 min. per ep.,158897,570,7.11,"Hushed exchanges among the female student populace of Shinyo Academy center around an enigmatic supernatural entity. This entity is Boogiepop, a Shinigami who is rumored to murder people at the height...",R
37569,Sirius,Summer 2018,2018,2018,Original,12,23 min. per ep.,158646,474,7.05,"In the year 1930, vampires have infiltrated Tokyo to feast upon its unsuspecting citizens. As the number of victims continues to rise, the city&#039;s authorities decide to hire the Jaegers—a strange, dive...",R
31414,Nijiiro Days,Winter 2016,2016,2016,Manga,24,13 min. per ep.,158377,580,7.35,"Nijiiro Days follows the colorful lives and romantic relationships of four high school boys—Natsuki Hashiba, a dreamer with delusions of love; Tomoya Matsunaga, a narcissistic playboy who has multiple...",PG-13
31251,Mobile Suit Gundam: Iron-Blooded Orphans,Fall 2015,2015,2016,Original,25,24 min. per ep.,158285,2139,8.02,"Over three hundred years have passed since the Calamity War, the great conflict between Earth and its outer space colonies. Now Earth is ruled over by four economic blocs, and the military organizatio...",R
134,Gunslinger Girl,Fall 2003,2003,2004,Manga,13,24 min. per ep.,158213,1126,7.43,"In the heart of Italy, the Social Welfare Agency rescues young girls from hospital beds and gives them a second chance at life using the latest in cybernetic advancements. With their artificially enha...",R
31988,Hibike! Euphonium 2,Fall 2016,2016,2016,Novel,13,23 min. per ep.,157938,2427,8.3,"Following their success in the qualifying round for the Kansai regional competition, the members of the Kitauji High School concert band set their sights on the next upcoming performance. Utilizing th...",PG-13
21877,High Score Girl,Summer 2018,2018,2018,Manga,12,24 min. per ep.,157725,1950,7.9,"The year is 1991, and arcade video games are the latest craze. Becoming a professional gamer is a far-fetched dream in an industry that has yet to spread its influence. Yet, that is the path sixth-gra...",PG-13
34712,Kujira no Kora wa Sajou ni Utau,Fall 2017,2017,2017,Manga,12,23 min. per ep.,157687,682,7.21,"In a world covered by an endless sea of sand, there sails an island known as the Mud Whale. In its interior lies an ancient town, where the majority of its inhabitants are said to be &quot;Marked,&quot; a doubl...",PG-13
40004,Bokutachi wa Benkyou ga Dekinai,Spring 2019,2019,2019,Manga,13,23 min. per ep.,157565,1180,7.37,"Under Nariyuki Yuiga&#039;s devoted tutelage, his classmates Rizu Ogata, Fumino Furuhashi, and Uruka Takemoto are finally pulling average test scores on their worst subjects. But time is ticking, and there...",PG-13
16201,Aku no Hana,Spring 2013,2013,2013,Manga,13,24 min. per ep.,157459,2399,7.16,"Kasuga Takao is a boy who loves reading books, particularly Baudelaire&#039;s Les Fleurs du Mal. A girl at his school, Saeki Nanako, is his muse and his Venus, and he admires her from a distance. One day,...",R
13599,Robotics;Notes,Fall 2012,2012,2013,Visual novel,22,23 min. per ep.,155718,584,7.35,"It has always been the aspiration of the Central Tanegashima High School Robotics Research Club to complete the GunPro1, a fully functioning giant robot. For years, the members of the club have contri...",PG-13
27,Trinity Blood,Spring 2005,2005,2005,Light novel,24,24 min. per ep.,155642,1469,7.33,"Following Armageddon, an apocalyptic war, mankind faces yet another menace: vampires. The continuous confrontations between the races have split the world into separate factions. The race of vampires,...",R
874,Digimon Tamers,Spring 2001,2001,2002,Original,51,25 min. per ep.,155634,1637,7.63,"Digimon Tamers takes place in a world where the popular Digimon franchise is all the rage, consisting of a cartoon, video games, and the trading card game. Takato Matsuda is a huge Digimon fan that&#039;s...",PG
48,.hack//Sign,Spring 2002,2002,2002,Original,26,24 min. per ep.,155425,1343,6.99,"A young wavemaster, only known by the alias of Tsukasa, wakes up in an MMORPG called The World, with slight amnesia. He does not know what he has previously done before he woke up. In The World, the C...",PG-13
10357,Jinrui wa Suitai Shimashita,Summer 2012,2012,2012,Light novel,12,23 min. per ep.,155361,1866,7.79,"Because of the constantly declining birth rates over many decades, human civilization is all but extinct. With only a few humans remaining, they survive in this post-apocalyptic world with what was le...",PG-13
16353,Love Lab,Summer 2013,2013,2013,Manga,13,24 min. per ep.,155266,515,7.37,"At Fujisaki Girls Academy, student council president Natsuo Maki is the epitome of grace and perfection, admired by all the young girls who attend the school. One day, Riko Kurahashi walks into the st...",PG-13
8557,Shinryaku! Ika Musume,Fall 2010,2010,2010,Manga,12,24 min. per ep.,155257,926,7.47,"Humans have been polluting the ocean for a long time, carelessly pouring their garbage and desecrating the waters that many creatures call home. The denizens of the sea have suffered at their poisonin...",PG-13
67,Basilisk: Kouga Ninpou Chou,Spring 2005,2005,2005,Manga,24,24 min. per ep.,154204,1456,7.58,"For centuries, the Iga and Kouga ninja clans have engaged in a bitter war. But when a ceasefire is ordered by the powerful warlord Ieyasu Tokugawa, the two clans are forced to put down their arms. Yea...",R
482,Yu☆Gi☆Oh!: Duel Monsters GX,Fall 2004,2004,2008,Manga,180,23 min. per ep.,154086,1268,7.16,"In the world of Duel Monsters, a new generation of duelists await their turn to bid for the highest title: The King of Games. As an aspiring duelist, the happy-go-lucky Juudai Yuuki enrolls at the Due...",PG-13
41433,Akudama Drive,Fall 2020,2020,2020,Original,12,23 min. per ep.,153711,1226,7.82,"The bustling metropolis of Kansai, where cybernetic screens litter the neon landscape, may seem like a technological utopia at first glance. But in the dark alleys around the brightly-lit buildings, a...",R
29067,Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,Spring 2015,2015,2015,4-koma manga,13,3 min. per ep.,153135,166,7.4,The Tsunashi couple is as lively and offbeat as ever. Hardcore otaku shut-in Hajime and workaholic office lady Kaoru still get themselves into hilarious situations thanks to both their own eccentric n...,PG-13
32979,Flip Flappers,Fall 2016,2016,2016,Original,13,23 min. per ep.,152506,1916,7.69,"Cocona is an average middle schooler living with her grandmother. And she who has yet to decide a goal to strive for, soon met a strange girl named Papika who invites her to an organization called Fli...",PG-13
32370,D.Gray-man Hallow,Summer 2016,2016,2016,Manga,13,24 min. per ep.,151330,1128,7.76,"Despite the recent Akuma attack, the members of the Black Order are in high spirits as they set about moving to a new base. Immediately upon his arrival, however, Allen Walker is suddenly called by th...",R
1699,Romeo x Juliet,Spring 2007,2007,2007,Book,24,24 min. per ep.,151255,1239,7.67,"On the floating continent of Neo Verona, the Montague family slaughters the entire Capulet family and seizes control of the kingdom. The true heir to the throne, Juliet Fiammata Asto Capulet, manages...",PG-13
469,Karin,Fall 2005,2005,2006,Manga,24,23 min. per ep.,151190,859,7.17,"Vampires—supernatural beings that feed on the life essence of the unsuspecting at night—have been around for centuries. However, high schooler Karin Maaka is unusual, even among her own kind. Unlike h...",PG-13
35222,Gakuen Babysitters,Winter 2018,2018,2018,Manga,12,23 min. per ep.,151035,1378,7.84,"After losing both parents in a fatal plane crash, teenager Ryuuichi Kashima must adjust to his new life as the guardian of his younger brother Kotarou. Although Ryuuichi is able to maintain a friendly...",PG-13
10456,Kyoukaisenjou no Horizon,Fall 2011,2011,2011,Light novel,13,24 min. per ep.,150939,807,7.11,"In the far future, humans abandon a devastated Earth and traveled to outer space. However, due to unknown phenomenon that prevents them from traveling into space, humanity returns to Earth only to fin...",PG-13
16732,Kiniro Mosaic,Summer 2013,2013,2013,4-koma manga,12,24 min. per ep.,150852,883,7.27,"Shinobu Oomiya once left Japan to participate in a homestay in England. During her time there, she became close friends with Alice Cartelet, the daughter of the family she was living with. However, wh...",PG-13
440,Shoujo Kakumei Utena,Spring 1997,1997,1997,Original,39,23 min. per ep.,150803,6116,8.19,"After meeting a traveling prince who consoled her after the deaths of her parents, Utena Tenjou vowed to become a prince herself. The prince left Utena only with a ring bearing a strange rose crest an...",PG-13
267,Gungrave,Fall 2003,2003,2004,Game,26,25 min. per ep.,150778,2261,7.87,"Brandon Heat and Harry MacDowel, two friends so close they could be called brothers, receive an abrupt and violent reminder one fateful day of how appallingly merciless the world around them can be. T...",R
25731,Cross Ange: Tenshi to Ryuu no Rondo,Fall 2014,2014,2015,Original,25,23 min. per ep.,150649,1365,7.42,"Angelise Ikaruga Misurugi is the first princess of the noble Misurugi Empire. The kingdom has seen great power and prosperity due to the advancement of the revolutionary technology known as &quot;Mana,&quot; an...",R
1536,Busou Renkin,Fall 2006,2006,2007,Manga,26,24 min. per ep.,150165,870,7.36,"The story begins when high school student Kazuki Muto is killed one night saving a mysterious girl from a monster, only to wake up in his school dorm, believing it to have been a dream; however, he so...",PG-13
35928,Devils Line,Spring 2018,2018,2018,Manga,12,24 min. per ep.,149852,969,6.79,"Vampires walk among society, existing as part of its underbelly. They do not require blood to survive, but extreme emotions can immensely increase their bloodlust, turning them into uncontrollable mon...",R
35240,Princess Principal,Summer 2017,2017,2017,Original,12,25 min. per ep.,149795,2582,7.69,"In the early 20th century, the discovery of the substance Cavorite allowed the production of advanced military technology and steered the country toward conflict. London is now divided by a wall, and...",R
38084,Fate/Grand Order: Zettai Majuu Sensen Babylonia,Fall 2019,2019,2020,Game,21,23 min. per ep.,149560,1647,7.96,"A.D. 2016, the foundations of humanity have been incinerated by the Mage King Solomon. Chaldea, a secret mages organization with the mission to preserve humanity&#039;s future, foresaw mankind&#039;s extinction...",PG-13
23251,Gugure! Kokkuri-san,Fall 2014,2014,2014,4-koma manga,12,24 min. per ep.,149152,940,7.58,"Gugure! Kokkuri-san is an eccentric comedy centered around the self-proclaimed doll, Kohina Ichimatsu. Her uneventful life goes from plain to absurd when she summons a fox spirit by the name of Kokkur...",PG-13
33047,Fate/Extra: Last Encore,Winter 2018,2018,2018,Game,10,24 min. per ep.,149040,444,6.3,"A technological hell masquerading as paradise, Tsukimihara Academy is an artificial high school that serves as the setting for the next Holy Grail War. Created by the Moon Cell computer, the school is...",R
2963,Minami-ke,Fall 2007,2007,2007,Manga,13,24 min. per ep.,148650,1164,7.7,"The Minami residence is home to three sisters: the strict and diligent eldest sister Haruka; air-headed and lively Kana; and the youngest, Chiaki, whose sharp tongue spares no one. Living without adul...",PG-13
33836,Seiren,Winter 2017,2017,2017,Original,12,24 min. per ep.,148592,322,6.31,"For high school students like Shouichi Kamita, university entrance exams and the future are common concerns. It is also during this time in life that a mysterious emotion that vexes people of all ages...",PG-13
19685,Kanojo ga Flag wo Oraretara,Spring 2014,2014,2014,Light novel,13,24 min. per ep.,148414,222,6.46,"In visual novels, an imaginary flag is defined as an event that serves as a turning point for the whole story. A player triggering the romance flag for a heroine will proceed to her route, or a death...",PG-13
240,Genshiken,Fall 2004,2004,2004,Manga,12,25 min. per ep.,148106,1303,7.66,"Kanji Sasahara is an introverted college freshman just looking for a place to fit in. One day, he happens to stumble upon the club known as the Society for the Study of Modern Visual Culture—otherwise...",PG-13
97,Last Exile,Spring 2003,2003,2003,Original,26,24 min. per ep.,147142,1831,7.83,"In the world of Prester, flight is the dominant mode of transportation, made possible by Claudia Fluid: a liquidized form of the crystals that are produced on the planet. An organization known solely...",PG-13
16512,Devil Survivor 2 The Animation,Spring 2013,2013,2013,Game,13,24 min. per ep.,147078,522,6.91,"The countdown to extinction begins on Sunday with the arrival of the Septentriones, otherworldly invaders set on the eradication of mankind. Caught in the crossfire, Hibiki Kuze and his friends join i...",R
33433,Shuumatsu no Izetta,Fall 2016,2016,2016,Original,12,25 min. per ep.,146955,300,6.77,"After Germania invaded a neighboring country in 1939, Europe spiraled into a devastating war. During the war, Germania set its sights on the weak alpine country of Elystadt. Boasting a far superior mi...",R
13331,Jormungand: Perfect Order,Fall 2012,2012,2012,Manga,12,24 min. per ep.,146902,626,7.95,A ruthless arms dealer on a quixotic quest for world peace and a child soldier born into chaotic conflict. Their lives will intertwine as they journey together through the seedy underbelly of the worl...,R+
9330,Dragon Crisis!,Winter 2011,2011,2011,Light novel,12,23 min. per ep.,146785,316,6.72,"A normal high school boy Kisaragi Ryuji&#039;s peaceful life is turned into an adventure by the return of his second cousin Eriko. Ryuji and Eriko seize a relic box from a black broker. In the box, they fi...",PG-13
21353,Tokyo ESP,Summer 2014,2014,2014,Manga,12,24 min. per ep.,145838,186,6.57,"Rinka Urushiba works part time as a waitress to help out her unemployed father. By all accounts, her life in Tokyo is a relatively normal one—but her sense of normalcy begins to fade when she inexplic...",R
5940,Seiken no Blacksmith,Fall 2009,2009,2009,Light novel,12,24 min. per ep.,145534,215,6.76,"Forty-four years ago, the surviving nations of the Valbanil War declared peace and forbade the use of the devastating demon contracts that ravaged the land. Now, inexperienced knight Cecily Cambell is...",R+
22865,Rokujouma no Shinryakusha!? (TV),Summer 2014,2014,2014,Light novel,12,23 min. per ep.,145528,378,7.19,"After Koutarou Satomi&#039;s father is suddenly relocated for his job, the first-year high school student is faced with finding a cheap place to live by himself. Naturally, he jumps at the chance to move i...",PG-13
3655,Nabari no Ou,Spring 2008,2008,2008,Manga,26,24 min. per ep.,145510,1415,7.3,"Silent, apathetic, yet mischievous, 14-year-old Rokujou Miharu is the bearer of the hijutsu, &quot;Shinrabanshou,&quot; a powerful technique many ninja clans desire to possess to become the ruler of Nabari. Fel...",PG-13
12431,Uchuu Kyoudai,Spring 2012,2012,2014,Manga,99,24 min. per ep.,145495,3336,8.53,"On a fateful summer night in 2006, Mutta Nanba and his younger brother Hibito witness what they believe to be a UFO flying toward the Moon. This impressing and unusual phenomenon leads both siblings v...",PG-13
